"219","BB","08","Saint Michael"
"220","BB","09","Saint Peter"
"221","BB","10","Saint Philip"
"222","BB","11","Saint Thomas"
"223","BD","81","Dhaka"
"224","BD","82","Khulna"
"225","BD","83","Rajshahi"
"226","BD","84","Chittagong"
"227","BD","85","Barisal"
"228","BD","86","Sylhet"
"229","BE","01","Antwerpen"
"230","BE","03","Hainaut"
"231","BE","04","Liege"
"232","BE","05","Limburg"
"233","BE","06","Luxembourg"
"234","BE","07","Namur"
"235","BE","08","Oost-Vlaanderen"
"236","BE","09","West-Vlaanderen"
"237","BE","10","Brabant Wallon"
"238","BE","11","Brussels Hoofdstedelijk Gewest"
"239","BE","12","Vlaams-Brabant"
"240","BF","15","Bam"
"241","BF","19","Boulkiemde"
"242","BF","20","Ganzourgou"
"243","BF","21","Gnagna"
"244","BF","28","Kouritenga"
"245","BF","33","Oudalan"
"246","BF","34","Passore"
"247","BF","36","Sanguie"
"248","BF","40","Soum"
"249","BF","42","Tapoa"
"250","BF","44","Zoundweogo"
"251","BF","45","Bale"
"252","BF","46","Banwa"
"253","BF","47","Bazega"
"254","BF","48","Bougouriba"
"255","BF","49","Boulgou"
"256","BF","50","Gourma"
"257","BF","51","Houet"
"258","BF","52","Ioba"
"259","BF","53","Kadiogo"
"260","BF","54","Kenedougou"
"261","BF","55","Komoe"
"262","BF","56","Komondjari"
"263","BF","57","Kompienga"
"264","BF","58","Kossi"
"265","BF","59","Koulpelogo"
"266","BF","60","Kourweogo"
"267","BF","61","Leraba"
"268","BF","62","Loroum"
"269","BF","63","Mouhoun"
"270","BF","64","Namentenga"
"271","BF","65","Naouri"
"272","BF","66","Nayala"
"273","BF","67","Noumbiel"
"274","BF","68","Oubritenga"
"275","BF","69","Poni"
"276","BF","70","Sanmatenga"
"277","BF","71","Seno"
"278","BF","72","Sissili"
"279","BF","73","Sourou"
"280","BF","74","Tuy"
"281","BF","75","Yagha"
"282","BF","76","Yatenga"
"283","BF","77","Ziro"
"284","BF","78","Zondoma"
"285","BG","33","Mikhaylovgrad"
"286","BG","38","Blagoevgrad"
"287","BG","39","Burgas"
"288","BG","40","Dobrich"
"289","BG","41","Gabrovo"
"290","BG","42","Grad Sofiya"
"291","BG","43","Khaskovo"
"292","BG","44","Kurdzhali"
"293","BG","45","Kyustendil"
"294","BG","46","Lovech"
"295","BG","47","Montana"
"296","BG","48","Pazardzhik"
"297","BG","49","Pernik"
"298","BG","50","Pleven"
"299","BG","51","Plovdiv"
"300","BG","52","Razgrad"
"301","BG","53","Ruse"
"302","BG","54","Shumen"
"303","BG","55","Silistra"
"304","BG","56","Sliven"
"305","BG","57","Smolyan"
"306","BG","58","Sofiya"
"307","BG","59","Stara Zagora"
"308","BG","60","Turgovishte"
"309","BG","61","Varna"
"310","BG","62","Veliko Turnovo"
"311","BG","63","Vidin"
"312","BG","64","Vratsa"
"313","BG","65","Yambol"
"314","BH","01","Al Hadd"
"315","BH","02","Al Manamah"
"316","BH","05","Jidd Hafs"
"317","BH","06","Sitrah"
"318","BH","08","Al Mintaqah al Gharbiyah"
"319","BH","09","Mintaqat Juzur Hawar"
"320","BH","10","Al Mintaqah ash Shamaliyah"
"321","BH","11","Al Mintaqah al Wusta"
"322","BH","12","Madinat"
"323","BH","13","Ar Rifa"
"324","BH","14","Madinat Hamad"
"325","BH","15","Al Muharraq"
"326","BH","16","Al Asimah"
"327","BH","17","Al Janubiyah"
"328","BH","18","Ash Shamaliyah"
"329","BH","19","Al Wusta"
"330","BI","02","Bujumbura"
"331","BI","09","Bubanza"
"332","BI","10","Bururi"
"333","BI","11","Cankuzo"
"334","BI","12","Cibitoke"
"335","BI","13","Gitega"
"336","BI","14","Karuzi"
"337","BI","15","Kayanza"
"338","BI","16","Kirundo"
"339","BI","17","Makamba"
"340","BI","18","Muyinga"
"341","BI","19","Ngozi"
"342","BI","20","Rutana"
"343","BI","21","Ruyigi"
"344","BI","22","Muramvya"
"345","BI","23","Mwaro"
"346","BJ","07","Alibori"
"347","BJ","08","Atakora"
"348","BJ","09","Atlanyique"
"349","BJ","10","Borgou"
"350","BJ","11","Collines"
"351","BJ","12","Kouffo"
"352","BJ","13","Donga"
"353","BJ","14","Littoral"
"354","BJ","15","Mono"
"355","BJ","16","Oueme"
"356","BJ","17","Plateau"
"357","BJ","18","Zou"
"358","BM","01","Devonshire"
"359","BM","02","Hamilton"
"360","BM","03","Hamilton"
"361","BM","04","Paget"
"362","BM","05","Pembroke"
"363","BM","06","Saint George"
"364","BM","07","Saint George's"
"365","BM","08","Sandys"
"366","BM","09","Smiths"
"367","BM","10","Southampton"
"368","BM","11","Warwick"
"369","BN","07","Alibori"
"370","BN","08","Belait"
"371","BN","09","Brunei and Muara"
"372","BN","10","Temburong"
"373","BN","11","Collines"
"374","BN","12","Kouffo"
"375","BN","13","Donga"
"376","BN","14","Littoral"
"377","BN","15","Tutong"
"378","BN","16","Oueme"
"379","BN","17","Plateau"
"380","BN","18","Zou"
"381","BO","01","Chuquisaca"
"382","BO","02","Cochabamba"
"383","BO","03","El Beni"
"384","BO","04","La Paz"
"385","BO","05","Oruro"
"386","BO","06","Pando"
"387","BO","07","Potosi"
"388","BO","08","Santa Cruz"
"389","BO","09","Tarija"
"390","BR","01","Acre"
"391","BR","02","Alagoas"
"392","BR","03","Amapa"
"393","BR","04","Amazonas"
"394","BR","05","Bahia"
"395","BR","06","Ceara"
"396","BR","07","Distrito Federal"
"397","BR","08","Espirito Santo"
"398","BR","11","Mato Grosso do Sul"
"399","BR","13","Maranhao"
"400","BR","14","Mato Grosso"
"401","BR","15","Minas Gerais"
"402","BR","16","Para"
"403","BR","17","Paraiba"
"404","BR","18","Parana"
"405","BR","20","Piaui"
"406","BR","21","Rio de Janeiro"
"407","BR","22","Rio Grande do Norte"
"408","BR","23","Rio Grande do Sul"
"409","BR","24","Rondonia"
"410","BR","25","Roraima"
"411","BR","26","Santa Catarina"
"412","BR","27","Sao Paulo"
"413","BR","28","Sergipe"
"414","BR","29","Goias"
"415","BR","30","Pernambuco"
"416","BR","31","Tocantins"
"417","BS","05","Bimini"
"418","BS","06","Cat Island"
"419","BS","10","Exuma"
"420","BS","13","Inagua"
"421","BS","15","Long Island"
"422","BS","16","Mayaguana"
"423","BS","18","Ragged Island"
"424","BS","22","Harbour Island"
"425","BS","23","New Providence"
"426","BS","24","Acklins and Crooked Islands"
"427","BS","25","Freeport"
"428","BS","26","Fresh Creek"
"429","BS","27","Governor's Harbour"
"430","BS","28","Green Turtle Cay"
"431","BS","29","High Rock"
"432","BS","30","Kemps Bay"
"433","BS","31","Marsh Harbour"
"434","BS","32","Nichollstown and Berry Islands"
"435","BS","33","Rock Sound"
"436","BS","34","Sandy Point"
"437","BS","35","San Salvador and Rum Cay"
"438","BT","05","Bumthang"
"439","BT","06","Chhukha"
"440","BT","07","Chirang"
"441","BT","08","Daga"
"442","BT","09","Geylegphug"
"443","BT","10","Ha"
"444","BT","11","Lhuntshi"
"445","BT","12","Mongar"
"446","BT","13","Paro"
"447","BT","14","Pemagatsel"
"448","BT","15","Punakha"
"449","BT","16","Samchi"
"450","BT","17","Samdrup"
"451","BT","18","Shemgang"
"452","BT","19","Tashigang"
"453","BT","20","Thimphu"
"454","BT","21","Tongsa"
"455","BT","22","Wangdi Phodrang"
"456","BW","01","Central"
"457","BW","03","Ghanzi"
"458","BW","04","Kgalagadi"
"459","BW","05","Kgatleng"
"460","BW","06","Kweneng"
"461","BW","08","North-East"
"462","BW","09","South-East"
"463","BW","10","Southern"
"464","BW","11","North-West"
"465","BY","01","Brestskaya Voblasts'"
"466","BY","02","Homyel'skaya Voblasts'"
"467","BY","03","Hrodzyenskaya Voblasts'"
"468","BY","04","Minsk"
"469","BY","05","Minskaya Voblasts'"
"470","BY","06","Mahilyowskaya Voblasts'"
"471","BY","07","Vitsyebskaya Voblasts'"
"472","BZ","01","Belize"
"473","BZ","02","Cayo"
"474","BZ","03","Corozal"
"475","BZ","04","Orange Walk"
"476","BZ","05","Stann Creek"
"477","BZ","06","Toledo"
"478","CA","01","Alberta"
"479","CA","02","British Columbia"
"480","CA","03","Manitoba"
"481","CA","04","New Brunswick"
"482","CA","05","Newfoundland and Labrador"
"483","CA","07","Nova Scotia"
"484","CA","08","Ontario"
"485","CA","09","Prince Edward Island"
"486","CA","10","Quebec"
"487","CA","11","Saskatchewan"
"488","CA","12","Yukon Territory"
"489","CA","13","Northwest Territories"
"490","CA","14","Nunavut"
"491","CD","01","Bandundu"
"492","CD","02","Equateur"
"493","CD","04","Kasai-Oriental"
"494","CD","05","Katanga"
"495","CD","06","Kinshasa"
"496","CD","08","Bas-Congo"
"497","CD","09","Orientale"
"498","CD","10","Maniema"
"499","CD","11","Nord-Kivu"
"500","CD","12","Sud-Kivu"
"501","CF","01","Bamingui-Bangoran"
"502","CF","02","Basse-Kotto"
"503","CF","03","Haute-Kotto"
"504","CF","04","Mambere-Kadei"
"505","CF","05","Haut-Mbomou"
"506","CF","06","Kemo"
"507","CF","07","Lobaye"
"508","CF","08","Mbomou"
"509","CF","09","Nana-Mambere"
"510","CF","11","Ouaka"
"511","CF","12","Ouham"
"512","CF","13","Ouham-Pende"
"513","CF","14","Cuvette-Ouest"
"514","CF","15","Nana-Grebizi"
"515","CF","16","Sangha-Mbaere"
"516","CF","17","Ombella-Mpoko"
"517","CF","18","Bangui"
"518","CG","01","Bouenza"
"519","CG","04","Kouilou"
"520","CG","05","Lekoumou"
"521","CG","06","Likouala"
"522","CG","07","Niari"
"523","CG","08","Plateaux"
"524","CG","10","Sangha"
"525","CG","11","Pool"
"526","CG","12","Brazzaville"
"527","CG","13","Cuvette"
"528","CG","14","Cuvette-Ouest"
"529","CH","01","Aargau"
"530","CH","02","Ausser-Rhoden"
"531","CH","03","Basel-Landschaft"
"532","CH","04","Basel-Stadt"
"533","CH","05","Bern"
"534","CH","06","Fribourg"
"535","CH","07","Geneve"
"536","CH","08","Glarus"
"537","CH","09","Graubunden"
"538","CH","10","Inner-Rhoden"
"539","CH","11","Luzern"
"540","CH","12","Neuchatel"
"541","CH","13","Nidwalden"
"542","CH","14","Obwalden"
"543","CH","15","Sankt Gallen"
"544","CH","16","Schaffhausen"
"545","CH","17","Schwyz"
"546","CH","18","Solothurn"
"547","CH","19","Thurgau"
"548","CH","20","Ticino"
"549","CH","21","Uri"
"550","CH","22","Valais"
"551","CH","23","Vaud"
"552","CH","24","Zug"
"553","CH","25","Zurich"
"554","CH","26","Jura"
"555","CI","74","Agneby"
"556","CI","75","Bafing"
"557","CI","76","Bas-Sassandra"
"558","CI","77","Denguele"
"559","CI","78","Dix-Huit Montagnes"
"560","CI","79","Fromager"
"561","CI","80","Haut-Sassandra"
"562","CI","81","Lacs"
"563","CI","82","Lagunes"
"564","CI","83","Marahoue"
"565","CI","84","Moyen-Cavally"
"566","CI","85","Moyen-Comoe"
"567","CI","86","N'zi-Comoe"
"568","CI","87","Savanes"
"569","CI","88","Sud-Bandama"
"570","CI","89","Sud-Comoe"
"571","CI","90","Vallee du Bandama"
"572","CI","91","Worodougou"
"573","CI","92","Zanzan"
"574","CL","01","Valparaiso"
"575","CL","02","Aisen del General Carlos Ibanez del Campo"
"576","CL","03","Antofagasta"
"577","CL","04","Araucania"
"578","CL","05","Atacama"
"579","CL","06","Bio-Bio"
"580","CL","07","Coquimbo"
"581","CL","08","Libertador General Bernardo O'Higgins"
"582","CL","09","Los Lagos"
"583","CL","10","Magallanes y de la Antartica Chilena"
"584","CL","11","Maule"
"585","CL","12","Region Metropolitana"
"586","CL","13","Tarapaca"
"587","CL","14","Los Lagos"
"588","CL","15","Tarapaca"
"589","CL","16","Arica y Parinacota"
"590","CL","17","Los Rios"
"591","CM","04","Est"
"592","CM","05","Littoral"
"593","CM","07","Nord-Ouest"
"594","CM","08","Ouest"
"595","CM","09","Sud-Ouest"
"596","CM","10","Adamaoua"
"597","CM","11","Centre"
"598","CM","12","Extreme-Nord"
"599","CM","13","Nord"
"600","CM","14","Sud"
"601","CN","01","Anhui"
"602","CN","02","Zhejiang"
"603","CN","03","Jiangxi"
"604","CN","04","Jiangsu"
"605","CN","05","Jilin"
"606","CN","06","Qinghai"
"607","CN","07","Fujian"
"608","CN","08","Heilongjiang"
"609","CN","09","Henan"
"610","CN","10","Hebei"
"611","CN","11","Hunan"
"612","CN","12","Hubei"
"613","CN","13","Xinjiang"
"614","CN","14","Xizang"
"615","CN","15","Gansu"
"616","CN","16","Guangxi"
"617","CN","18","Guizhou"
"618","CN","19","Liaoning"
"619","CN","20","Nei Mongol"
"620","CN","21","Ningxia"
"621","CN","22","Beijing"
"622","CN","23","Shanghai"
"623","CN","24","Shanxi"
"624","CN","25","Shandong"
"625","CN","26","Shaanxi"
"626","CN","28","Tianjin"
"627","CN","29","Yunnan"
"628","CN","30","Guangdong"
"629","CN","31","Hainan"
"630","CN","32","Sichuan"
"631","CN","33","Chongqing"
"632","CO","01","Amazonas"
"633","CO","02","Antioquia"
"634","CO","03","Arauca"
"635","CO","04","Atlantico"
"636","CO","05","Bolivar Department"
"637","CO","06","Boyaca Department"
"638","CO","07","Caldas Department"
"639","CO","08","Caqueta"
"640","CO","09","Cauca"
"641","CO","10","Cesar"
"642","CO","11","Choco"
"643","CO","12","Cordoba"
"644","CO","14","Guaviare"
"645","CO","15","Guainia"
"646","CO","16","Huila"
"647","CO","17","La Guajira"
"648","CO","18","Magdalena Department"
"649","CO","19","Meta"
"650","CO","20","Narino"
"651","CO","21","Norte de Santander"
"652","CO","22","Putumayo"
"653","CO","23","Quindio"
"654","CO","24","Risaralda"
"655","CO","25","San Andres y Providencia"
"656","CO","26","Santander"
"657","CO","27","Sucre"
"658","CO","28","Tolima"
"659","CO","29","Valle del Cauca"
"660","CO","30","Vaupes"
"661","CO","31","Vichada"
"662","CO","32","Casanare"
"663","CO","33","Cundinamarca"
"664","CO","34","Distrito Especial"
"665","CO","35","Bolivar"
"666","CO","36","Boyaca"
"667","CO","37","Caldas"
"668","CO","38","Magdalena"
"669","CR","01","Alajuela"
"670","CR","02","Cartago"
"671","CR","03","Guanacaste"
"672","CR","04","Heredia"
"673","CR","06","Limon"
"674","CR","07","Puntarenas"
"675","CR","08","San Jose"
"676","CU","01","Pinar del Rio"
"677","CU","02","Ciudad de la Habana"
"678","CU","03","Matanzas"
"679","CU","04","Isla de la Juventud"
"680","CU","05","Camaguey"
"681","CU","07","Ciego de Avila"
"682","CU","08","Cienfuegos"
"683","CU","09","Granma"
"684","CU","10","Guantanamo"
"685","CU","11","La Habana"
"686","CU","12","Holguin"
"687","CU","13","Las Tunas"
"688","CU","14","Sancti Spiritus"
"689","CU","15","Santiago de Cuba"
"690","CU","16","Villa Clara"
"691","CV","01","Boa Vista"
"692","CV","02","Brava"
"693","CV","04","Maio"
"694","CV","05","Paul"
"695","CV","07","Ribeira Grande"
"696","CV","08","Sal"
"697","CV","10","Sao Nicolau"
"698","CV","11","Sao Vicente"
"699","CV","13","Mosteiros"
"700","CV","14","Praia"
"701","CV","15","Santa Catarina"
"702","CV","16","Santa Cruz"
"703","CV","17","Sao Domingos"
"704","CV","18","Sao Filipe"
"705","CV","19","Sao Miguel"
"706","CV","20","Tarrafal"
"707","CY","01","Famagusta"
"708","CY","02","Kyrenia"
"709","CY","03","Larnaca"
"710","CY","04","Nicosia"
"711","CY","05","Limassol"
"712","CY","06","Paphos"
"713","CZ","52","Hlavni mesto Praha"
"714","CZ","78","Jihomoravsky kraj"
"715","CZ","79","Jihocesky kraj"
"716","CZ","80","Vysocina"
"717","CZ","81","Karlovarsky kraj"
"718","CZ","82","Kralovehradecky kraj"
"719","CZ","83","Liberecky kraj"
"720","CZ","84","Olomoucky kraj"
"721","CZ","85","Moravskoslezsky kraj"
"722","CZ","86","Pardubicky kraj"
"723","CZ","87","Plzensky kraj"
"724","CZ","88","Stredocesky kraj"
"725","CZ","89","Ustecky kraj"
"726","CZ","90","Zlinsky kraj"
"727","DE","01","Baden-Wurttemberg"
"728","DE","02","Bayern"
"729","DE","03","Bremen"
"730","DE","04","Hamburg"
"731","DE","05","Hessen"
"732","DE","06","Niedersachsen"
"733","DE","07","Nordrhein-Westfalen"
"734","DE","08","Rheinland-Pfalz"
"735","DE","09","Saarland"
"736","DE","10","Schleswig-Holstein"
"737","DE","11","Brandenburg"
"738","DE","12","Mecklenburg-Vorpommern"
"739","DE","13","Sachsen"
"740","DE","14","Sachsen-Anhalt"
"741","DE","15","Thuringen"
"742","DE","16","Berlin"
"743","DJ","01","Ali Sabieh"
"744","DJ","04","Obock"
"745","DJ","05","Tadjoura"
"746","DJ","06","Dikhil"
"747","DJ","07","Djibouti"
"748","DJ","08","Arta"
"749","DK","17","Hovedstaden"
"750","DK","18","Midtjylland"
"751","DK","19","Nordjylland"
"752","DK","20","Sjelland"
"753","DK","21","Syddanmark"
"754","DM","02","Saint Andrew"
"755","DM","03","Saint David"
"756","DM","04","Saint George"
"757","DM","05","Saint John"
"758","DM","06","Saint Joseph"
"759","DM","07","Saint Luke"
"760","DM","08","Saint Mark"
"761","DM","09","Saint Patrick"
"762","DM","10","Saint Paul"
"763","DM","11","Saint Peter"
"764","DO","01","Azua"
"765","DO","02","Baoruco"
"766","DO","03","Barahona"
"767","DO","04","Dajabon"
"768","DO","05","Distrito Nacional"
"769","DO","06","Duarte"
"770","DO","08","Espaillat"
"771","DO","09","Independencia"
"772","DO","10","La Altagracia"
"773","DO","11","Elias Pina"
"774","DO","12","La Romana"
"775","DO","14","Maria Trinidad Sanchez"
"776","DO","15","Monte Cristi"
"777","DO","16","Pedernales"
"778","DO","17","Peravia"
"779","DO","18","Puerto Plata"
"780","DO","19","Salcedo"
"781","DO","20","Samana"
"782","DO","21","Sanchez Ramirez"
"783","DO","23","San Juan"
"784","DO","24","San Pedro De Macoris"
"785","DO","25","Santiago"
"786","DO","26","Santiago Rodriguez"
"787","DO","27","Valverde"
"788","DO","28","El Seibo"
"789","DO","29","Hato Mayor"
"790","DO","30","La Vega"
"791","DO","31","Monsenor Nouel"
"792","DO","32","Monte Plata"
"793","DO","33","San Cristobal"
"794","DO","34","Distrito Nacional"
"795","DO","35","Peravia"
"796","DO","36","San Jose de Ocoa"
"797","DO","37","Santo Domingo"
"798","DZ","01","Alger"
"799","DZ","03","Batna"
"800","DZ","04","Constantine"
"801","DZ","06","Medea"
"802","DZ","07","Mostaganem"
"803","DZ","09","Oran"
"804","DZ","10","Saida"
"805","DZ","12","Setif"
"806","DZ","13","Tiaret"
"807","DZ","14","Tizi Ouzou"
"808","DZ","15","Tlemcen"
"809","DZ","18","Bejaia"
"810","DZ","19","Biskra"
"811","DZ","20","Blida"
"812","DZ","21","Bouira"
"813","DZ","22","Djelfa"
"814","DZ","23","Guelma"
"815","DZ","24","Jijel"
"816","DZ","25","Laghouat"
"817","DZ","26","Mascara"
"818","DZ","27","M'sila"
"819","DZ","29","Oum el Bouaghi"
"820","DZ","30","Sidi Bel Abbes"
"821","DZ","31","Skikda"
"822","DZ","33","Tebessa"
"823","DZ","34","Adrar"
"824","DZ","35","Ain Defla"
"825","DZ","36","Ain Temouchent"
"826","DZ","37","Annaba"
"827","DZ","38","Bechar"
"828","DZ","39","Bordj Bou Arreridj"
"829","DZ","40","Boumerdes"
"830","DZ","41","Chlef"
"831","DZ","42","El Bayadh"
"832","DZ","43","El Oued"
"833","DZ","44","El Tarf"
"834","DZ","45","Ghardaia"
"835","DZ","46","Illizi"
"836","DZ","47","Khenchela"
"837","DZ","48","Mila"
"838","DZ","49","Naama"
"839","DZ","50","Ouargla"
"840","DZ","51","Relizane"
"841","DZ","52","Souk Ahras"
"842","DZ","53","Tamanghasset"
"843","DZ","54","Tindouf"
"844","DZ","55","Tipaza"
"845","DZ","56","Tissemsilt"
"846","EC","01","Galapagos"
"847","EC","02","Azuay"
"848","EC","03","Bolivar"
"849","EC","04","Canar"
"850","EC","05","Carchi"
"851","EC","06","Chimborazo"
"852","EC","07","Cotopaxi"
"853","EC","08","El Oro"
"854","EC","09","Esmeraldas"
"855","EC","10","Guayas"
"856","EC","11","Imbabura"
"857","EC","12","Loja"
"858","EC","13","Los Rios"
"859","EC","14","Manabi"
"860","EC","15","Morona-Santiago"
"861","EC","17","Pastaza"
"862","EC","18","Pichincha"
"863","EC","19","Tungurahua"
"864","EC","20","Zamora-Chinchipe"
"865","EC","22","Sucumbios"
"866","EC","23","Napo"
"867","EC","24","Orellana"
"868","EE","01","Harjumaa"
"869","EE","02","Hiiumaa"
"870","EE","03","Ida-Virumaa"
"871","EE","04","Jarvamaa"
"872","EE","05","Jogevamaa"
"873","EE","06","Kohtla-Jarve"
"874","EE","07","Laanemaa"
"875","EE","08","Laane-Virumaa"
"876","EE","09","Narva"
"877","EE","10","Parnu"
"878","EE","11","Parnumaa"
"879","EE","12","Polvamaa"
"880","EE","13","Raplamaa"
"881","EE","14","Saaremaa"
"882","EE","15","Sillamae"
"883","EE","16","Tallinn"
"884","EE","17","Tartu"
"885","EE","18","Tartumaa"
"886","EE","19","Valgamaa"
"887","EE","20","Viljandimaa"
"888","EE","21","Vorumaa"
